"115","75"
"60","60"
"50","50"
"110","110"
"80","50"
"30","30"
"80","40"
"60","60"
"70","70"
"0","0"
"0","0"
"80","30"
"0","0"
"0","0"
"100","100"
"120","110"
"10","90"
"60","60"
"70","20"
"70","0"
"80","80"
